StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code
MAJ03416,2,Environmental Engineering Major ME,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03416,Environmental Engineering,Env Eng Major,39901,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03420,3,Computer Control Engineering Major GradCertEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03420,Computer Control Engineering,Computer Control Eng Major,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03424,2,Manufacturing Engineering and Management Major GradCertEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03424,Manufacturing Engineering and Management,Manufacturing Eng and Mgt Maj,30101,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03425,2,Software Engineering Major GradCertEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03425,Software Engineering,Software Eng Major,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03426,4,Structural Engineering Major GradCertEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03426,Structural Engineering,Structural Eng Major,30903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03429,2,Water Engineering Major GradCertEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03429,Water Engineering,Water Eng Major,30999,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03430,1,Computer Control Engineering Major MEStudies,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03430,Computer Control Engineering,Comp Control Eng Major,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03432,3,Software Engineering Major ME,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03432,Software Engineering,Softw Eng Major,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03433,4,Structural Engineering Major ME,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03433,Structural Engineering,Structural Eng Major,30903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03436,2,Water Engineering  Major ME,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03436,Water Engineering,Water Eng Major,30999,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03438,1,Computer Control Engineering Major ME,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03438,Computer Control Engineering,Comp Control Eng Major,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03442,2,Manufacturing Engineering and Management Major ME,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03442,Manufacturing Engineering and Management,Manuf Eng and Mgt Major,30101,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03444,3,48cp Enterprise Systems Development major BScIT,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03444,Enterprise Systems Development,Enterprise Systems Devel major,31305,,NA,0,Not Applicable,Major,,,,,,10070,AC,MJ,,,,$NAP
MAJ03445,6,Networking and Cybersecurity major BSc,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03445,Networking and Cybersecurity,Networking Cybersecurity maj,31307,,NA,0,Not Applicable,Major,,,,,,10070,AC,MJ,,,,$NAP
MAJ03451,1,Integrated Logistic Support and Engineering Management Major GradCertEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03451,Integrated Logistic Support and Engineering Management,IntLogSupp and EngMgmnt Major,30703,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03452,1,Integrated Logistic Support and Engineering Management Major MES,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03452,Integrated Logistic Support and Engineering Management,IntLogSupp and EngMgmnt Major,30703,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03453,2,Civil Engineering Major GradCertEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03453,Civil Engineering,Civil Eng Major,30903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03454,2,Civil Engineering Major MEStudies,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03454,Civil Engineering,Civil Eng Major,30903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03455,2,Civil Engineering Major ME,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03455,Civil Engineering,Civil Eng Major,30903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03456,2,Civil Engineering and Structural Engineering Major MEStudies,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03456,Civil Engineering and Structural Engineering,Civil Structural Eng Major,30903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03457,1,Value Chain Management,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03457,Value Chain Management,Value Chain Management,39999,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03458,2,Geotechnical Engineering Major GCEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03458,Geotechnical Engineering,Geotechnical Engineering GCEng,30911,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03459,1,Civil and Geotechnical Engineering Major MEStudies,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03459,Civil and Geotechnical Engineering,Civil Geotechnical Engineering,30911,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03460,2,Geotechnical Engineering Major MEStudies,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03460,Geotechnical Engineering,Geotechnical Eng Maj MEStudies,30911,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03461,1,Geotechnical Engineering Major ME,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03461,Geotechnical Engineering,Geotechnical Eng Major ME,30911,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03462,1,Operations Major GradCertEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03462,Operations,Operations Major GradCertEng,39900,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03463,1,Operations Major ME,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03463,Operations,Operations Major ME,39900,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03464,1,Operations Major MES,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03464,Operations,Operations Major MES,39900,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03465,1,Biomedical Engineering Major GradCertEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03465,Biomedical Engineering,Biomedical Engineering,39903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03466,1,Biomedical Engineering Major MEStudies,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03466,Biomedical Engineering,Biomedical Engineering,39903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03467,1,Systems Engineering Major MEStud,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03467,Systems Engineering,Systems Engineering,39999,,NA,0,Not Applicable,Major,,,,,,10070,AC,MJ,,,,$NAP
MAJ03468,1,Systems Engineering Major GradCertEng,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03468,Systems Engineering,Systems Engineering,39999,,NA,0,Not Applicable,Major,,,,,,10070,AC,MJ,,,,$NAP
MAJ03469,1,Systems Engineering Major ME,Active,MJ,Major,24,0,0,0,D,Engineering and Information Technology,MAJ03469,Systems Engineering,Systems Engineering,39999,,NA,0,Not Applicable,Major,,,,,,10070,AC,MJ,,,,$NAP
MAJ03470,4,48cp Biomedical Engineering Major,Active,MJ,Major,48,0,0,0,NP,Mathematical and Physical Sciences,MAJ03470,Biomedical Engineering,Biomedical Engineering Major,39903,,NA,0,Not Applicable,Major,,,,,,10100,AC,MJ,,,,$NAP
MAJ03472,6,"120cp Biomedical Engineering major BE, BE DipEngPrac",Active,MJ,Major,120,0,0,0,D,Engineering and Information Technology,MAJ03472,Biomedical Engineering,Biomedical Engineering maj,39903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03473,7,114cp Biomedical Engineering major BE BBus,Active,MJ,Major,114,0,0,0,D,Engineering and Information Technology,MAJ03473,Biomedical Engineering,Biomedical Engineering maj,39903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03474,1,Objects and Accessories Studio,Active,MJ,Major,24,0,0,0,A,"Design, Architecture and Building",MAJ03474,Objects and Accessories Studio,Objects and Accessories Studio,30703,,NA,0,Not Applicable,Major,,,,,,10020,AC,MJ,,,,$NAP
MAJ03475,1,Lighting Studio,Active,MJ,Major,24,0,0,0,A,"Design, Architecture and Building",MAJ03475,Lighting Studio,Lighting Studio,30905,,NA,0,Not Applicable,Major,,,,,,10020,AC,MJ,,,,$NAP
MAJ03476,2,Biomedical Engineering Major,Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03476,Biomedical Engineering,Biomedical Engineering Major,39903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03477,2,Civil Engineering major,Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03477,Civil Engineering,Civil Engineering Mmaj,30900,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03478,2,Geotechnical Engineering major,Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03478,Geotechnical Engineering,Geotechnical Engineering maj,30911,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03479,2,Structural Engineering major,Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03479,Structural Engineering,Structural Engineering maj,30903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03481,1,Computer Control Engineering Major,Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03481,Computer Control Engineering,Computer Control Engineering M,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03482,1,Environmental Engineering Major,Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03482,Environmental Engineering,Environmental Engineering Majo,39901,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03484,1,Manufacturing Engineering and Management Major,Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03484,Manufacturing Engineering and Management,Manufacturing Engineering and,30101,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03485,1,Operations Major,Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03485,Operations,Operations Major,39900,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03486,1,Software Systems Engineering Major,Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03486,Software Systems Engineering,Software Systems Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03488,2,42cp Telecommunications and Electronics major (ME),Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03488,Telecommunications and Electronics,Telecommunications and Electro,31307,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03489,1,Water Engineering Major,Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03489,Water Engineering,Water Engineering Major,30907,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03490,1,Biomedical Engineering Major ME,Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03490,Biomedical Engineering,Biomedical Engineering Major M,39903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03491,2,Civil Engineering major,Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03491,Civil Engineering,Civil Engineering maj,30900,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03492,2,Geotechnical Engineering major,Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03492,Geotechnical Engineering,Geotechnical Engineering maj,30911,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03493,2,Structural Engineering major,Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03493,Structural Engineering,Structural Engineering maj,30903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03495,1,Computer Control Engineering Major ME,Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03495,Computer Control Engineering,Computer Control Engineering M,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03496,1,Environmental Engineering Major ME,Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03496,Environmental Engineering,Environmental Engineering Majo,39901,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03498,1,Manufacturing Engineering and Management Major ME,Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03498,Manufacturing Engineering and Management,Manufacturing Engineering and,30101,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03499,1,Operations Major ME,Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03499,Operations,Operations Major,39900,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03500,1,Software Systems Engineering Major ME,Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03500,Software Systems Engineering,Software Systems Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03502,2,36cp Telecommunications and Electronics major (ME Adv),Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03502,Telecommunications and Electronics,Telecommunications and Electro,31307,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03503,1,Water Engineering Major ME,Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03503,Water Engineering,Water Engineering Major,30907,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03504,3,Mechatronic Engineering Major 120 cp,Active,MJ,Major,120,0,0,0,D,Engineering and Information Technology,MAJ03504,Mechatronic Engineering,Mechatronic Engineering 120cp,39999,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03505,3,Mechatronic Engineering Major 114 cp,Active,MJ,Major,114,0,0,0,D,Engineering and Information Technology,MAJ03505,Mechatronic Engineering,Mechatronic Engineering 114cp,39999,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03506,2,102cp Mechatronic Engineering major,Active,MJ,Major,102,0,0,0,D,Engineering and Information Technology,MAJ03506,Mechatronic Engineering,Mechatronic Engineering,39999,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03507,3,Mechatronic Engineering Major 84 cp,Active,MJ,Major,84,0,0,0,D,Engineering and Information Technology,MAJ03507,Mechatronic Engineering,Mechatronic Engineering 84 cp,39999,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03512,1,Biomedical Engineering Major,Active,MJ,Major,54,0,0,0,D,Engineering and Information Technology,MAJ03512,Biomedical Engineering,Biomedical Engineering Major,39903,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03513,2,Civil Engineering major,Active,MJ,Major,54,0,0,0,D,Engineering and Information Technology,MAJ03513,Civil Engineering,Civil Engineering maj,30900,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03514,1,Mechanical Engineering Major,Active,MJ,Major,54,0,0,0,D,Engineering and Information Technology,MAJ03514,Mechanical Engineering,Mechanical Engineering Major,30701,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03515,2,84cp Data Science Engineering,Active,MJ,Major,84,0,0,0,DC,Electrical and Data Engineering,MAJ03515,Data Science Engineering,Data Science Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03517,2,114cp Data Science Engineering,Active,MJ,Major,114,0,0,0,DC,Electrical and Data Engineering,MAJ03517,Data Science Engineering,Data Science Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03518,2,120cp Data Science Engineering,Active,MJ,Major,120,0,0,0,DC,Electrical and Data Engineering,MAJ03518,Data Science Engineering,Data Science Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03519,3,48cp Enterprise Systems Development major,Active,MJ,Major,48,0,0,0,D,Engineering and Information Technology,MAJ03519,Enterprise Systems Development,Enterprise Systems Development,31305,,NA,0,Not Applicable,Major,,,,,,10070,AC,MJ,,,,$NAP
MAJ03520,3,84cp Software Engineering major,Active,MJ,Major,84,0,0,0,DS,Computer Science,MAJ03520,Software Engineering,Software Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03521,2,102cp Software Engineering major,Active,MJ,Major,102,0,0,0,DS,Computer Science,MAJ03521,Software Engineering,Software Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03522,3,114cp Software Engineering Major,Active,MJ,Major,114,0,0,0,DS,Computer Science,MAJ03522,Software Engineering,Software Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03523,4,120cp Software Engineering Major,Active,MJ,Major,120,0,0,0,DS,Computer Science,MAJ03523,Software Engineering,Software Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03524,2,120cp Electronic Engineering major,Active,MJ,Major,120,0,0,0,DC,Electrical and Data Engineering,MAJ03524,Electronic Engineering,Electronic Engineering,31303,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03525,2,114cp Electronic Engineering major,Active,MJ,Major,114,0,0,0,DC,Electrical and Data Engineering,MAJ03525,Electronic Engineering,Electronic Engineering,31303,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03526,1,102cp Electronic Engineering major,Active,MJ,Major,102,0,0,0,DC,Electrical and Data Engineering,MAJ03526,Electronic Engineering,Electronic Engineering,31303,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03527,2,84cp Electronic Engineering major,Active,MJ,Major,84,0,0,0,DC,Electrical and Data Engineering,MAJ03527,Electronic Engineering,Electronic Engineering,31303,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03528,1,42cp Cyber Security Engineering major,Active,MJ,Major,42,0,0,0,DC,Electrical and Data Engineering,MAJ03528,Cyber Security Engineering,Cyber Security Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03529,1,36cp Cyber Security Engineering major,Active,MJ,Major,36,0,0,0,DC,Electrical and Data Engineering,MAJ03529,Cyber Security Engineering,Cyber Security Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03530,1,54cp Cyber Security Engineering major,Active,MJ,Major,54,0,0,0,DC,Electrical and Data Engineering,MAJ03530,Cyber Security Engineering,Cyber Security Engineering,31305,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03531,2,"42cp Robotics major ME, ME(Ext), ME MEM",Active,MJ,Major,42,0,0,0,DM,Mechanical and Mechatronic Engineering,MAJ03531,Robotics,Robotics major,30501,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03532,2,36cp Robotics major ME(Adv),Active,MJ,Major,36,0,0,0,DM,Mechanical and Mechatronic Engineering,MAJ03532,Robotics major,Robotics major,30501,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03533,2,54cp Robotics major MProfE,Active,MJ,Major,54,0,0,0,DM,Mechanical and Mechatronic Engineering,MAJ03533,Robotics major,Robotics major,30501,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03534,1,54cp Electrical Energy Systems (MPE),Active,MJ,Major,54,0,0,0,D,Engineering and Information Technology,MAJ03534,Electrical Energy Systems,Electrical Energy Systems,31301,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03535,1,42cp Electrical Energy Systems (ME),Active,MJ,Major,42,0,0,0,D,Engineering and Information Technology,MAJ03535,Electrical Energy Systems,Electrical Energy Systems,31301,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03536,1,36cp Electrical Energy Systems (ME Adv),Active,MJ,Major,36,0,0,0,D,Engineering and Information Technology,MAJ03536,Electrical Energy Systems,Elec Energy Systems,31301,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03537,2,120cp Electrical and Electronic Engineering major,Active,MJ,Major,120,0,0,0,D,Engineering and Information Technology,MAJ03537,Electrical and Electronic Engineering,Electrical and Electronic Engi,31301,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03538,2,84cp Engineering and Technology Studies Major,Active,MJ,Major,84,0,0,0,D,Engineering and Information Technology,MAJ03538,Engineering and Technology Studies,Engineering and Technology Stu,30000,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03538,2,84cp Engineering and Technology Studies Major,Active,MJ,Major,84,0,0,0,D,Engineering and Information Technology,MAJ03538,Engineering and Technology Studies,Engineering and Technology Stu,30000,,NA,0,Not Applicable,Major,,,,,,10070,AC,MJ,,,,$NAP
MAJ03539,1,54cp Telecommunications and Electronics (MPE),Active,MJ,Major,54,0,0,0,D,Engineering and Information Technology,MAJ03539,Telecommunications and Electronics,Telecommunications and Electro,31307,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03540,1,120cp Flexible Engineering Major BE (Hons),Active,MJ,Major,120,0,0,0,D,Engineering and Information Technology,MAJ03540,Flexible Engineering BE (Hons),Flexible Engineering BE (Hons),39999,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
MAJ03541,1,114cp Flexible Engineering Major BE (Hons) BBus BSc BAIS,Active,MJ,Major,114,0,0,0,D,Engineering and Information Technology,MAJ03541,Flexible Engineering BE (Hons) BBus BSc BAIS,Flexible Engineering BE (Hons),39999,,NA,0,Not Applicable,Major,,,,,,10060,AC,MJ,,,,$NAP
