StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,FOE,Study area,,,,,
11309,1,"Architecture, Cinema and Representation",Active,SJ,Subject,6,0,0,0,AA,Architecture,11309,"Architecture, Cinema and Representation",Architecture Cinema Represent,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11318,4,Photography in the Built Environment,Active,SJ,Subject,6,0,0,0,AA,Architecture,11318,Photography in the Built Environment,Photography in the Built Envir,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11319,1,Masters Architectural Design Pre-thesis,Active,SJ,Subject,6,0,0,0,AA,Architecture,11319,Masters Architectural Design Pre-thesis,Masters Architectural Design P,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11320,1,Architecture Special Project UG (Communications),Active,SJ,Subject,6,0,0,0,AA,Architecture,11320,Architecture Special Project UG (Communications),Arch Spec Project UG (Comm),40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11321,1,Architecture Special Project UG (Design),Active,SJ,Subject,6,0,0,0,AA,Architecture,11321,Architecture Special Project UG (Design),Arch Spec Project UG (Design),40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11322,1,Architecture Special Project UG (Global),Active,SJ,Subject,6,0,0,0,AA,Architecture,11322,Architecture Special Project UG (Global),Arch Spec Project UG (Global),40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11323,1,Architecture Special Project UG (Technology),Active,SJ,Subject,6,0,0,0,AA,Architecture,11323,Architecture Special Project UG (Technology),Arch Spec Project UG (Tech),40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11324,1,Architecture Special Project UG (Theory),Active,SJ,Subject,6,0,0,0,AA,Architecture,11324,Architecture Special Project UG (Theory),Arch Spec Project UG (Theory),40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11325,2,Architecture Special Project UG (Urban),Active,SJ,Subject,6,0,0,0,AA,Architecture,11325,Architecture Special Project UG (Urban),Architecture Special Project U,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11326,2,Architecture Special Project UG (Communications) B,Active,SJ,Subject,6,0,0,0,AA,Architecture,11326,Architecture Special Project UG (Communications) B,Architecture Special Project U,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11327,1,Architecture Special Project UG (Computational Design),Active,SJ,Subject,6,0,0,0,AA,Architecture,11327,Architecture Special Project UG (Computational Design),Architecture Special Project U,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11328,2,Australian Modernism,Active,SJ,Subject,6,0,0,0,AA,Architecture,11328,Australian Modernism,Australian Modernism,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11329,2,Infrastructural Ecologies,Active,SJ,Subject,6,0,0,0,AA,Architecture,11329,Infrastructural Ecologies,Infrastructural Ecologies,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11330,2,Territorial Mappings,Active,SJ,Subject,6,0,0,0,AA,Architecture,11330,Territorial Mappings,Territorial Mappings,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11331,2,Architecture Special Project UG (Design) B,Active,SJ,Subject,6,0,0,0,AA,Architecture,11331,Architecture Special Project UG (Design) B,Architecture Special Project U,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11332,2,Architecture Special Project UG (Digital Fabrication),Active,SJ,Subject,6,0,0,0,AA,Architecture,11332,Architecture Special Project UG (Digital Fabrication),Architecture Special Project U,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11333,3,Constructing Architectural Space,Active,SJ,Subject,6,0,0,0,AA,Architecture,11333,Constructing Architectural Space,Constructing Architectural Spa,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11334,2,Architecture Special Project UG (Environmental Technologies),Active,SJ,Subject,6,0,0,0,AA,Architecture,11334,Architecture Special Project UG (Environmental Technologies),Architecture Special Project U,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11335,2,Architecture Special Project UG (Environmental Technologies) B,Active,SJ,Subject,6,0,0,0,AA,Architecture,11335,Architecture Special Project UG (Environmental Technologies) B,Architecture Special Project U,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11336,2,Architecture Special Project UG (Global) B,Active,SJ,Subject,6,0,0,0,AA,Architecture,11336,Architecture Special Project UG (Global) B,Architecture Special Project U,40101,,NA,0,Coursework,Subject,,PN,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11339,2,Climate Resilience,Active,SJ,Subject,6,0,0,0,AA,Architecture,11339,Climate Resilience,Climate Resilience,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11340,2,Expanded Architecture in the Urban Environment,Active,SJ,Subject,6,0,0,0,AA,Architecture,11340,Expanded Architecture in the Urban Environment,Expanded Architecture in the U,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11341,2,Advanced Technology for Landscape Architecture,Active,SJ,Subject,6,0,0,0,AA,Architecture,11341,Advanced Technology for Landscape Architecture,Advanced Technology for Landsc,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11342,1,Architecture Special Project UG (Theory) B,Active,SJ,Subject,6,0,0,0,AA,Architecture,11342,Architecture Special Project UG (Theory) B,Architecture Special Project U,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11343,2,Architecture Special Project UG (Urban) B,Active,SJ,Subject,6,0,0,0,AA,Architecture,11343,Architecture Special Project UG (Urban) B,Architecture Special Project U,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11360,3,Special Project - Independent Project,Active,SJ,Subject,6,0,0,0,AA,Architecture,11360,Special Project - Independent Project,Special Project - Independent,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11361,3,Before and After Air Conditioning,Active,SJ,Subject,6,0,0,0,AA,Architecture,11361,Before and After Air Conditioning,Before and After Air Condition,40101,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11362,2,Special Project (Technology),Active,SJ,Subject,6,0,0,0,AA,Architecture,11362,Special Project (Technology),Special Project Technology,40101,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11363,3,Special Project (Communications),Active,SJ,Subject,6,0,0,0,AA,Architecture,11363,Special Project (Communications),Special Project Communications,40101,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11364,4,Building Anatomies,Active,SJ,Subject,6,0,0,0,AA,Architecture,11364,Building Anatomies,Building Anatomies,40101,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11365,2,Special Project (Offshore),Active,SJ,Subject,6,0,0,0,AA,Architecture,11365,Special Project (Offshore),Special Project Offshore,40101,,NA,0,Coursework,Subject,,Q2,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11366,2,Elective Heritage,Active,SJ,Subject,6,0,0,0,AA,Architecture,11366,Elective Heritage,Elective Heritage,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11367,2,Special Project (Urban),Active,SJ,Subject,6,0,0,0,AA,Architecture,11367,Special Project (Urban),Special Project (Urban),40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11368,2,Introduction to Parametric Modelling,Active,SJ,Subject,6,0,0,0,AA,Architecture,11368,Introduction to Parametric Modelling,Introduction to Parametric Mod,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11369,2,Special Project (Digital Fabrication),Active,SJ,Subject,6,0,0,0,AA,Architecture,11369,Special Project (Digital Fabrication),Special Project (Digital Fabri,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11370,2,Special Project (Environmental Studies),Active,SJ,Subject,6,0,0,0,AA,Architecture,11370,Special Project (Environmental Studies),Special Project (Environmental,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11371,2,Writing Matters,Active,SJ,Subject,6,0,0,0,AA,Architecture,11371,Writing Matters,Writing Matters,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11374,2,Special Project (Design 2),Active,SJ,Subject,6,0,0,0,AA,Architecture,11374,Special Project (Design 2),Special Project (Design 2),40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11375,1,Special Project (Design Build),Active,SJ,Subject,6,0,0,0,AA,Architecture,11375,Special Project (Design Build),Special Project (Design Build),40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11376,1,Special Project (Live Project 1),Active,SJ,Subject,6,0,0,0,AA,Architecture,11376,Special Project (Live Project 1),Special Project (Live Project,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11377,2,Special Project (Sustainability),Active,SJ,Subject,6,0,0,0,AA,Architecture,11377,Special Project (Sustainability),Special Project (Sustainabilit,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11378,2,Advanced Parametric Modelling,Active,SJ,Subject,6,0,0,0,AA,Architecture,11378,Advanced Parametric Modelling,Advanced Parametric Modelling,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11379,2,Spatial Discontinuities: Visualizing Hidden Geographies of Consumption,Active,SJ,Subject,6,0,0,0,AA,Architecture,11379,Spatial Discontinuities: Visualizing Hidden Geographies of Consumption,Spatial Discontinuities: Visua,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11394,1,Photography in Architecture PG,Active,SJ,Subject,6,0,0,0,AA,Architecture,11394,Photography in Architecture PG,Photography in Architecture PG,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11400,2,Digital Theory,Active,SJ,Subject,6,0,0,0,AA,Architecture,11400,Digital Theory,Digital Theory,40199,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,"Architecture and Urban Environment, n.e.c.","Design, Architecture and Building",,,,,
11401,2,Digital Master Class A,Active,SJ,Subject,6,0,0,0,AA,Architecture,11401,Digital Master Class A,Digital Master Class A,40199,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,"Architecture and Urban Environment, n.e.c.","Design, Architecture and Building",,,,,
11402,2,Digital Architecture Project A,Active,SJ,Subject,12,0,0,0,AA,Architecture,11402,Digital Architecture Project A,Digital Architecture Project A,40199,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,"Architecture and Urban Environment, n.e.c.","Design, Architecture and Building",,,,,
11403,2,Digital Master Class B,Active,SJ,Subject,6,0,0,0,AA,Architecture,11403,Digital Master Class B,Digital Master Class B,40199,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,"Architecture and Urban Environment, n.e.c.","Design, Architecture and Building",,,,,
11404,2,Digital Architecture Project B,Active,SJ,Subject,12,0,0,0,AA,Architecture,11404,Digital Architecture Project B,Digital Architecture Project B,40199,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,"Architecture and Urban Environment, n.e.c.","Design, Architecture and Building",,,,,
11501,3,Practice: Advocacy,Active,SJ,Subject,6,0,0,0,AA,Architecture,11501,Practice: Advocacy,Practice: Advocacy,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11502,2,Practice: Finance and Project Management,Active,SJ,Subject,6,0,0,0,AA,Architecture,11502,Practice: Finance and Project Management,Practice: Finance and Project,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11503,2,Practice: The Profession,Active,SJ,Subject,6,0,0,0,AA,Architecture,11503,Practice: The Profession,Practice: The Profession,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11504,3,Practice: Research Cultures,Active,SJ,Subject,6,0,0,0,AA,Architecture,11504,Practice: Research Cultures,Practice: Research Cultures,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11512,1,Architecture Competition Project,Active,SJ,Subject,6,0,0,0,AA,Architecture,11512,Architecture Competition Project,Architecture Competition Proj,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11520,1,Spatial Research,Active,SJ,Subject,6,0,0,0,AA,Architecture,11520,Spatial Research,Spatial Research,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11520,2,Making Space for Advocacy,Draft,SJ,Subject,6,0,0,0,AA,Architecture,11520,Making Space for Advocacy,Making Space for Advocacy,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11521,1,Digital Theory,Active,SJ,Subject,6,0,0,0,AA,Architecture,11521,Digital Theory,Digital Theory,40101,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11525,1,Demonstration Project,Active,SJ,Subject,12,0,0,0,AA,Architecture,11525,Demonstration Project,Demonstration Project,40101,,NA,0,Coursework,Subject,,GM,,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11551,2,Masters Architectural Design Studio 1,Active,SJ,Subject,12,0,0,0,AA,Architecture,11551,Masters Architectural Design Studio 1,Masters ArchDesign Studio 1,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11552,2,Masters Architectural Design Studio 2,Active,SJ,Subject,12,0,0,0,AA,Architecture,11552,Masters Architectural Design Studio 2,Masters ArchDesign Studio 2,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11553,2,Masters Architectural Design Studio 3,Active,SJ,Subject,12,0,0,0,AA,Architecture,11553,Masters Architectural Design Studio 3,Masters ArchDesign Studio 3,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11554,2,Masters Architectural Design Studio 4,Active,SJ,Subject,12,0,0,0,AA,Architecture,11554,Masters Architectural Design Studio 4,Masters ArchDesign Studio 4,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11555,2,Masters Architectural Design Thesis,Active,SJ,Subject,12,0,0,0,AA,Architecture,11555,Masters Architectural Design Thesis,Masters Arch Design Thesis,40101,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Architecture,"Design, Architecture and Building",,,,,
11561,2,Interdisciplinary Studio,Active,SJ,Subject,12,0,0,0,AA,Architecture,11561,Interdisciplinary Studio,Interdisciplinary Studio,40105,,NA,0,Coursework,Subject,,GM,P,UDFP Funding Cluster,6,10020,Landscape Architecture,"Design, Architecture and Building",,,,,
