StudyPackageCd,Study Package Version,FullTitle,Stage,Study Package Category Type,Category Type Description,CreditPointValue,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code,,,,,,,,,,,
C04048,9,Master of Finance,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04048,Master of Finance,Master of Finance,81101,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,52,7/07/2021,11/07/2023,11/07/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04048,9,Master of Finance,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04048,Master of Finance,Master of Finance,81101,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,52,7/07/2021,11/07/2023,11/07/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04109,7,Master of Arts in Creative Writing,Active,MC,Master's Coursework,72,0,0,0,G,Arts and Social Sciences,C04109,Master of Arts in Creative Writing,MA in Creative Writing,100705,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10030,No,No,,0,48,56,12/07/2012,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04109,7,Master of Arts in Creative Writing,Active,MC,Master's Coursework,72,0,0,0,G,Arts and Social Sciences,C04109,Master of Arts in Creative Writing,MA in Creative Writing,100705,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,56,12/07/2012,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04143,8,Master of Laws,Active,MC,Master's Coursework,48,0,0,0,L,Law,C04143,Master of Laws,LLM,90900,Masters,Master's,1,Higher Degree Coursework,Course,,,,,,10080,No,No,,0,48,0,30/07/2015,26/07/2023,26/07/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04143,8,Master of Laws,Active,MC,Master's Coursework,48,0,0,0,L,Law,C04143,Master of Laws,LLM,90900,Masters,Master's,1,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,0,30/07/2015,26/07/2023,26/07/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04222,1,Master of Interaction Design,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04222,Master of Interaction Design,Master of Interaction Design,29999,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10070,No,No,,0,48,48,11/05/2017,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04222,1,Master of Interaction Design,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04222,Master of Interaction Design,Master of Interaction Design,29999,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,11/05/2017,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04234,1,Master of Interaction Design (Extension),Active,MC,Master's Coursework,96,0,0,0,D,Engineering and Information Technology,C04234,Master of Interaction Design (Extension),M Interaction Design (Ext),29999,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10070,No,No,,0,48,48,11/05/2017,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04234,1,Master of Interaction Design (Extension),Active,MC,Master's Coursework,96,0,0,0,D,Engineering and Information Technology,C04234,Master of Interaction Design (Extension),M Interaction Design (Ext),29999,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,11/05/2017,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04235,2,Master of Architecture,Active,MC,Master's Coursework,96,0,0,0,A,"Design, Architecture and Building",C04235,Master of Architecture,Master of Architecture,40101,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10020,No,No,,0,48,52,17/05/2012,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04235,2,Master of Architecture,Active,MC,Master's Coursework,96,0,0,0,A,"Design, Architecture and Building",C04235,Master of Architecture,Master of Architecture,40101,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,52,17/05/2012,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04237,4,Master of Professional Accounting (Extension),Active,MC,Master's Coursework,96,0,0,0,B,Business,C04237,Master of Professional Accounting (Extension),MProfAcc(Ext),80101,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,48,1/06/2021,18/08/2021,18/08/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04237,4,Master of Professional Accounting (Extension),Active,MC,Master's Coursework,96,0,0,0,B,Business,C04237,Master of Professional Accounting (Extension),MProfAcc(Ext),80101,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,1/06/2021,18/08/2021,18/08/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04238,4,Master of Professional Accounting,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04238,Master of Professional Accounting,Master Professional Accounting,80101,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,48,1/06/2021,11/07/2023,11/07/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04238,4,Master of Professional Accounting,Active,MC,Master's Coursework,72,0,0,0,B,Business,C04238,Master of Professional Accounting,Master Professional Accounting,80101,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,1/06/2021,11/07/2023,11/07/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04241,4,Master of Science,Active,MC,Master's Coursework,72,0,0,0,N,Science,C04241,Master of Science,MSc,10000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10100,No,No,,0,48,0,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04241,4,Master of Science,Active,MC,Master's Coursework,72,0,0,0,N,Science,C04241,Master of Science,MSc,10000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,0,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04241,4,Master of Science,Active,MC,Master's Coursework,72,0,0,0,N,Science,C04241,Master of Science,MSc,10000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ03,No,No,,0,48,0,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04241,4,Master of Science,Active,MC,Master's Coursework,72,0,0,0,N,Science,C04241,Master of Science,MSc,10000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ04,No,No,,0,48,0,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04241,4,Master of Science,Active,MC,Master's Coursework,72,0,0,0,N,Science,C04241,Master of Science,MSc,10000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ05,No,No,,0,48,0,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04251,1,Master of Intellectual Property,Active,MC,Master's Coursework,48,0,0,0,L,Law,C04251,Master of Intellectual Property,M Intellectual Property,90901,Masters,Master's,1,Higher Degree Coursework,Course,,,,,,10080,No,No,,0,48,48,16/03/2011,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04251,1,Master of Intellectual Property,Active,MC,Master's Coursework,48,0,0,0,L,Law,C04251,Master of Intellectual Property,M Intellectual Property,90901,Masters,Master's,1,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,16/03/2011,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04252,2,Master of Pharmacy,Active,MC,Master's Coursework,120,0,0,0,W,Graduate School of Health,C04252,Master of Pharmacy,MPharm,60501,Masters,Master's,2.5,Higher Degree Coursework,Course,,,,,,10095,No,No,,0,48,72,8/11/2017,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04252,2,Master of Pharmacy,Active,MC,Master's Coursework,120,0,0,0,W,Graduate School of Health,C04252,Master of Pharmacy,MPharm,60501,Masters,Master's,2.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,72,8/11/2017,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04255,3,Master of Teaching in Secondary Education,Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04255,Master of Teaching in Secondary Education,MTeach SecEd,70105,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10040,No,No,,0,48,72,15/04/2020,27/08/2020,27/08/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04255,3,Master of Teaching in Secondary Education,Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04255,Master of Teaching in Secondary Education,MTeach SecEd,70105,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,72,15/04/2020,27/08/2020,27/08/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04255,3,Master of Teaching in Secondary Education,Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04255,Master of Teaching in Secondary Education,MTeach SecEd,70105,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,MAJ24,No,No,,0,48,72,15/04/2020,27/08/2020,27/08/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04255,3,Master of Teaching in Secondary Education,Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04255,Master of Teaching in Secondary Education,MTeach SecEd,70105,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,MAJ25,No,No,,0,48,72,15/04/2020,27/08/2020,27/08/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04255,3,Master of Teaching in Secondary Education,Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04255,Master of Teaching in Secondary Education,MTeach SecEd,70105,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,MAJ26,No,No,,0,48,72,15/04/2020,27/08/2020,27/08/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04255,3,Master of Teaching in Secondary Education,Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04255,Master of Teaching in Secondary Education,MTeach SecEd,70105,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,MAJ28,No,No,,0,48,72,15/04/2020,27/08/2020,27/08/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04255,3,Master of Teaching in Secondary Education,Active,MC,Master's Coursework,96,0,0,0,G,Arts and Social Sciences,C04255,Master of Teaching in Secondary Education,MTeach SecEd,70105,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,MAJ29,No,No,,0,48,72,15/04/2020,27/08/2020,27/08/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04258,5,Master of Finance (Extension),Active,MC,Master's Coursework,96,0,0,0,B,Business,C04258,Master of Finance (Extension),Master of Finance (Extension),81101,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,0,3/06/2021,14/06/2023,14/06/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04258,5,Master of Finance (Extension),Active,MC,Master's Coursework,96,0,0,0,B,Business,C04258,Master of Finance (Extension),Master of Finance (Extension),81101,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,0,3/06/2021,14/06/2023,14/06/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04259,4,Master of Management (Extension),Active,MC,Master's Coursework,96,0,0,0,B,Business,C04259,Master of Management (Extension),Master of Management (Extensio,80300,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,0,2/06/2021,18/08/2021,18/08/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04259,4,Master of Management (Extension),Active,MC,Master's Coursework,96,0,0,0,B,Business,C04259,Master of Management (Extension),Master of Management (Extensio,80300,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,0,2/06/2021,18/08/2021,18/08/2021,AC,CR,N,N,MASTERS,MAST,,$HDC
C04260,5,Master of Human Resource Management (Extension),Active,MC,Master's Coursework,96,0,0,0,B,Business,C04260,Master of Human Resource Management (Extension),MHRM Extension,80303,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10010,No,No,,0,48,0,14/06/2022,17/08/2022,17/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04260,5,Master of Human Resource Management (Extension),Active,MC,Master's Coursework,96,0,0,0,B,Business,C04260,Master of Human Resource Management (Extension),MHRM Extension,80303,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,0,14/06/2022,17/08/2022,17/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04264,1,Master of Legal Studies,Active,MC,Master's Coursework,96,0,0,0,L,Law,C04264,Master of Legal Studies,MLS,90900,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10080,No,No,,0,48,48,5/04/2013,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04264,1,Master of Legal Studies,Active,MC,Master's Coursework,96,0,0,0,L,Law,C04264,Master of Legal Studies,MLS,90900,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,5/04/2013,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04265,4,Master of Science (Extension),Active,MC,Master's Coursework,96,0,0,0,N,Science,C04265,Master of Science (Extension),Master of Science (Extension),10000,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10100,No,No,,0,48,54,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04265,4,Master of Science (Extension),Active,MC,Master's Coursework,96,0,0,0,N,Science,C04265,Master of Science (Extension),Master of Science (Extension),10000,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,54,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04265,4,Master of Science (Extension),Active,MC,Master's Coursework,96,0,0,0,N,Science,C04265,Master of Science (Extension),Master of Science (Extension),10000,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,MAJ03,No,No,,0,48,54,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04265,4,Master of Science (Extension),Active,MC,Master's Coursework,96,0,0,0,N,Science,C04265,Master of Science (Extension),Master of Science (Extension),10000,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,MAJ04,No,No,,0,48,54,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04265,4,Master of Science (Extension),Active,MC,Master's Coursework,96,0,0,0,N,Science,C04265,Master of Science (Extension),Master of Science (Extension),10000,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,MAJ05,No,No,,0,48,54,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04267,5,Master of Philosophy in Science,Active,MC,Master's Coursework,96,0,0,0,N,Science,C04267,Master of Philosophy in Science,Master of Philosophy in Scienc,10000,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10100,No,No,,0,48,54,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04267,5,Master of Philosophy in Science,Active,MC,Master's Coursework,96,0,0,0,N,Science,C04267,Master of Philosophy in Science,Master of Philosophy in Scienc,10000,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,54,5/05/2022,18/08/2022,18/08/2022,AC,CR,N,N,MASTERS,MAST,,$HDC
C04270,1,Master of Landscape Architecture,Active,MC,Master's Coursework,96,0,0,0,A,"Design, Architecture and Building",C04270,Master of Landscape Architecture,Master of Landscape Architectu,40105,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,10020,No,No,,0,48,0,26/06/2013,14/05/2020,14/05/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04270,1,Master of Landscape Architecture,Active,MC,Master's Coursework,96,0,0,0,A,"Design, Architecture and Building",C04270,Master of Landscape Architecture,Master of Landscape Architectu,40105,Masters,Master's,2,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,0,26/06/2013,14/05/2020,14/05/2020,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10060,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ05,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ11,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ13,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ14,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ15,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ16,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ17,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ18,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ19,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ20,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ21,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ22,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ23,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04271,4,Master of Engineering,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04271,Master of Engineering,ME,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,MAJ44,No,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,N,N,MASTERS,MAST,,$HDC
C04272,2,Master of Environmental Engineering Management,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04272,Master of Environmental Engineering Management,MEnvEM,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,10060,No,No,,0,48,48,6/07/2015,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04272,2,Master of Environmental Engineering Management,Active,MC,Master's Coursework,72,0,0,0,D,Engineering and Information Technology,C04272,Master of Environmental Engineering Management,MEnvEM,30000,Masters,Master's,1.5,Higher Degree Coursework,Course,,,,,,ATT02,No,No,,0,48,48,6/07/2015,8/10/2019,8/10/2019,AC,CR,N,N,MASTERS,MAST,,$HDC
C04273,4,Master of Engineering Master of Engineering Management,Active,MCC,Master's Combined Coursework,96,0,0,0,D,Engineering and Information Technology,C04273,Master of Engineering Master of Engineering Management,ME MEM,30000,Masters,Master's,2,Higher Degree Coursework,Course,39999,,,,,10060,Yes,No,,0,48,48,8/07/2019,9/03/2023,9/03/2023,AC,CR,Y,N,MASTERS,MAST,,$HDC
